url,status_chain,redirect_count,locations,final_status,final_content_type,server,curl_exit
https://studyhub.co.kr/,200,0,,200,text/html; charset=utf-8,Vercel,0
https://studyhub.co.kr/index.html,200,0,,200,text/html; charset=utf-8,Vercel,0
https://studyhub.co.kr/서울과외/,200,0,,200,text/html; charset=utf-8,Vercel,0
https://studyhub.co.kr/서울과외,308 -> 200,1,/%EC%84%9C%EC%9A%B8%EA%B3%BC%EC%99%B8/,200,text/html; charset=utf-8,Vercel,0
https://studyhub.co.kr/서울과외/index.html,200,0,,200,text/html; charset=utf-8,Vercel,0
https://studyhub.co.kr//서울과외//,308 -> 200,1,/%EC%84%9C%EC%9A%B8%EA%B3%BC%EC%99%B8/,200,text/html; charset=utf-8,Vercel,0
https://studyhub.co.kr/서울과외/?test=1,200,0,,200,text/html; charset=utf-8,Vercel,0
https://studyhub.co.kr/서울과외/index.html?test=1,200,0,,200,text/html; charset=utf-8,Vercel,0
