display_name,slug,parent_slug,region_type
영통구,영통구,경기도,sigungu
오산,오산,경기도,sigungu
오정구,오정구,경기도,sigungu
용인,용인,경기도,sigungu
원미구,원미구,경기도,sigungu
의왕시,의왕시,경기도,sigungu
이천,이천,경기도,sigungu
일산,일산,경기도,sigungu
일산동,일산동,경기도,sigungu
일산동구,일산동구,경기도,sigungu
일산서구,일산서구,경기도,sigungu
장안구,장안구,경기도,sigungu
중원구,중원구,경기도,sigungu
처인구,처인구,경기도,sigungu
파주,파주,경기도,sigungu
팔달구,팔달구,경기도,sigungu
평택,평택,경기도,sigungu
포천,포천,경기도,sigungu
하남,하남,경기도,sigungu
화성,화성,경기도,sigungu
창원시 성산구,창원시-성산구,경남,sigungu
경산,경산,경북,sigungu
양산,양산,경북,sigungu
포항,포항,경북,sigungu
포항시 남구,포항시-남구,경북,sigungu
광산구,광산구,광주,sigungu
광주남구,광주남구,광주,sigungu
광주북구,광주북구,광주,sigungu
광주서구,광주서구,광주,sigungu
광주중구,광주중구,광주,sigungu
상무지구,상무지구,광주,sigungu
첨단지구,첨단지구,광주,sigungu
대구남구,대구남구,대구,sigungu
대구동구,대구동구,대구,sigungu
대구북구,대구북구,대구,sigungu
대구서구,대구서구,대구,sigungu
대구중구,대구중구,대구,sigungu
수성구,수성구,대구,sigungu
대덕구,대덕구,대전,sigungu
대전동구,대전동구,대전,sigungu
대전북구,대전북구,대전,sigungu
대전서구,대전서구,대전,sigungu
대전중구,대전중구,대전,sigungu
유성구,유성구,대전,sigungu
금정구,금정구,부산,sigungu
동래구,동래구,부산,sigungu
부산북구,부산북구,부산,sigungu
부산진구,부산진구,부산,sigungu
사상구,사상구,부산,sigungu
사하구,사하구,부산,sigungu
수영구,수영구,부산,sigungu
연제구,연제구,부산,sigungu
의정부,의정부,부산,sigungu
종로구,종로구,부산,sigungu
해운대,해운대,부산,sigungu
해운대구,해운대구,부산,sigungu
강남구,강남구,서울,sigungu
강동구,강동구,서울,sigungu
강북구,강북구,서울,sigungu
강서구,강서구,서울,sigungu
관악구,관악구,서울,sigungu
광진구,광진구,서울,sigungu
구로구,구로구,서울,sigungu
금천구,금천구,서울,sigungu
노원구,노원구,서울,sigungu
도봉구,도봉구,서울,sigungu
동대문,동대문,서울,sigungu
동작구,동작구,서울,sigungu
마포구,마포구,서울,sigungu
북구,북구,서울,sigungu
서대문,서대문,서울,sigungu
서대문구,서대문구,서울,sigungu
서초구,서초구,서울,sigungu
성동구,성동구,서울,sigungu
성북구,성북구,서울,sigungu
송파구,송파구,서울,sigungu
양천구,양천구,서울,sigungu
영등포,영등포,서울,sigungu
용산구,용산구,서울,sigungu
은평구,은평구,서울,sigungu
중랑구,중랑구,서울,sigungu
고운동,고운동,세종,sigungu
다정동,다정동,세종,sigungu
도담동,도담동,세종,sigungu
모현동,모현동,세종,sigungu
보람동,보람동,세종,sigungu
새롬동,새롬동,세종,sigungu
세종시,세종시,세종,sigungu
아름동,아름동,세종,sigungu
종촌동,종촌동,세종,sigungu
남구,남구,울산,sigungu
울산남구,울산남구,울산,sigungu
울산동구,울산동구,울산,sigungu
울산북구,울산북구,울산,sigungu
울산중구,울산중구,울산,sigungu
울주군,울주군,울산,sigungu
계양구,계양구,인천,sigungu
남동구,남동구,인천,sigungu
달서구,달서구,인천,sigungu
미추홀,미추홀,인천,sigungu
부평구,부평구,인천,sigungu
서구,서구,인천,sigungu
연수구,연수구,인천,sigungu
목포시,목포시,전남,sigungu
익산,익산,전북,sigungu
전주,전주,전북,sigungu
전주시 완산구,전주시-완산구,전북,sigungu
제주시,제주시,제주,sigungu
천안시 서북구,천안시-서북구,충남,sigungu
천안,천안,충북,sigungu
청주,청주,충북,sigungu
청주시 흥덕구,청주시-흥덕구,충북,sigungu
충주,충주,충북,sigungu
