page_id,page_type,category,display_name,slug,url,content_key,reason,candidate_excel_slug
category:경남:초등영어과외,subject_grade,초등영어과외,경남,경남,/경남초등영어과외/,경남초등영어과외,excel_slug_missing,
category:경남:중등영어과외,subject_grade,중등영어과외,경남,경남,/경남중등영어과외/,경남중등영어과외,excel_slug_missing,
category:경남:고등영어과외,subject_grade,고등영어과외,경남,경남,/경남고등영어과외/,경남고등영어과외,excel_slug_missing,
region:경남|창원시 성산구,district,과외,창원시 성산구,창원시 성산구,/경남과외/창원시-성산구과외/,창원시-성산구과외,hub_page_no_content,
category:경남|창원시 성산구:수학과외,subject,수학과외,창원시 성산구,창원시 성산구,/창원시-성산구수학과외/,창원시-성산구수학과외,excel_slug_missing,
category:경남|창원시 성산구:영어과외,subject,영어과외,창원시 성산구,창원시 성산구,/창원시-성산구영어과외/,창원시-성산구영어과외,excel_slug_missing,
category:경남|창원시 성산구:초등과외,grade,초등과외,창원시 성산구,창원시 성산구,/창원시-성산구초등과외/,창원시-성산구초등과외,excel_slug_missing,
category:경남|창원시 성산구:중등과외,grade,중등과외,창원시 성산구,창원시 성산구,/창원시-성산구중등과외/,창원시-성산구중등과외,excel_slug_missing,
category:경남|창원시 성산구:고등과외,grade,고등과외,창원시 성산구,창원시 성산구,/창원시-성산구고등과외/,창원시-성산구고등과외,excel_slug_missing,
category:경남|창원시 성산구:초등수학과외,subject_grade,초등수학과외,창원시 성산구,창원시 성산구,/창원시-성산구초등수학과외/,창원시-성산구초등수학과외,excel_slug_missing,
category:경남|창원시 성산구:중등수학과외,subject_grade,중등수학과외,창원시 성산구,창원시 성산구,/창원시-성산구중등수학과외/,창원시-성산구중등수학과외,excel_slug_missing,
category:경남|창원시 성산구:고등수학과외,subject_grade,고등수학과외,창원시 성산구,창원시 성산구,/창원시-성산구고등수학과외/,창원시-성산구고등수학과외,excel_slug_missing,
category:경남|창원시 성산구:초등영어과외,subject_grade,초등영어과외,창원시 성산구,창원시 성산구,/창원시-성산구초등영어과외/,창원시-성산구초등영어과외,excel_slug_missing,
category:경남|창원시 성산구:중등영어과외,subject_grade,중등영어과외,창원시 성산구,창원시 성산구,/창원시-성산구중등영어과외/,창원시-성산구중등영어과외,excel_slug_missing,
category:경남|창원시 성산구:고등영어과외,subject_grade,고등영어과외,창원시 성산구,창원시 성산구,/창원시-성산구고등영어과외/,창원시-성산구고등영어과외,excel_slug_missing,
region:경남|창원시 성산구|상남동,dong,과외,상남동,상남동,/경남과외/창원시-성산구과외/상남동과외/,상남동과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:수학과외,subject,수학과외,상남동,상남동,/상남동수학과외/,상남동수학과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:영어과외,subject,영어과외,상남동,상남동,/상남동영어과외/,상남동영어과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:초등과외,grade,초등과외,상남동,상남동,/상남동초등과외/,상남동초등과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:중등과외,grade,중등과외,상남동,상남동,/상남동중등과외/,상남동중등과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:고등과외,grade,고등과외,상남동,상남동,/상남동고등과외/,상남동고등과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:초등수학과외,subject_grade,초등수학과외,상남동,상남동,/상남동초등수학과외/,상남동초등수학과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:중등수학과외,subject_grade,중등수학과외,상남동,상남동,/상남동중등수학과외/,상남동중등수학과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:고등수학과외,subject_grade,고등수학과외,상남동,상남동,/상남동고등수학과외/,상남동고등수학과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:초등영어과외,subject_grade,초등영어과외,상남동,상남동,/상남동초등영어과외/,상남동초등영어과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:중등영어과외,subject_grade,중등영어과외,상남동,상남동,/상남동중등영어과외/,상남동중등영어과외,excel_slug_missing,
category:경남|창원시 성산구|상남동:고등영어과외,subject_grade,고등영어과외,상남동,상남동,/상남동고등영어과외/,상남동고등영어과외,excel_slug_missing,
region:제주,city,과외,제주,제주,/제주과외/,제주과외,hub_page_no_content,
category:제주:수학과외,subject,수학과외,제주,제주,/제주수학과외/,제주수학과외,excel_slug_missing,
category:제주:영어과외,subject,영어과외,제주,제주,/제주영어과외/,제주영어과외,excel_slug_missing,
category:제주:초등과외,grade,초등과외,제주,제주,/제주초등과외/,제주초등과외,excel_slug_missing,
category:제주:중등과외,grade,중등과외,제주,제주,/제주중등과외/,제주중등과외,excel_slug_missing,
category:제주:고등과외,grade,고등과외,제주,제주,/제주고등과외/,제주고등과외,excel_slug_missing,
category:제주:초등수학과외,subject_grade,초등수학과외,제주,제주,/제주초등수학과외/,제주초등수학과외,excel_slug_missing,
category:제주:중등수학과외,subject_grade,중등수학과외,제주,제주,/제주중등수학과외/,제주중등수학과외,excel_slug_missing,
category:제주:고등수학과외,subject_grade,고등수학과외,제주,제주,/제주고등수학과외/,제주고등수학과외,excel_slug_missing,
category:제주:초등영어과외,subject_grade,초등영어과외,제주,제주,/제주초등영어과외/,제주초등영어과외,excel_slug_missing,
category:제주:중등영어과외,subject_grade,중등영어과외,제주,제주,/제주중등영어과외/,제주중등영어과외,excel_slug_missing,
category:제주:고등영어과외,subject_grade,고등영어과외,제주,제주,/제주고등영어과외/,제주고등영어과외,excel_slug_missing,
region:제주|제주시,district,과외,제주시,제주시,/제주과외/제주시과외/,제주시과외,hub_page_no_content,
category:제주|제주시:수학과외,subject,수학과외,제주시,제주시,/제주시수학과외/,제주시수학과외,excel_slug_missing,
category:제주|제주시:영어과외,subject,영어과외,제주시,제주시,/제주시영어과외/,제주시영어과외,excel_slug_missing,
category:제주|제주시:초등과외,grade,초등과외,제주시,제주시,/제주시초등과외/,제주시초등과외,excel_slug_missing,
category:제주|제주시:중등과외,grade,중등과외,제주시,제주시,/제주시중등과외/,제주시중등과외,excel_slug_missing,
category:제주|제주시:고등과외,grade,고등과외,제주시,제주시,/제주시고등과외/,제주시고등과외,excel_slug_missing,
category:제주|제주시:초등수학과외,subject_grade,초등수학과외,제주시,제주시,/제주시초등수학과외/,제주시초등수학과외,excel_slug_missing,
category:제주|제주시:중등수학과외,subject_grade,중등수학과외,제주시,제주시,/제주시중등수학과외/,제주시중등수학과외,excel_slug_missing,
category:제주|제주시:고등수학과외,subject_grade,고등수학과외,제주시,제주시,/제주시고등수학과외/,제주시고등수학과외,excel_slug_missing,
category:제주|제주시:초등영어과외,subject_grade,초등영어과외,제주시,제주시,/제주시초등영어과외/,제주시초등영어과외,excel_slug_missing,
category:제주|제주시:중등영어과외,subject_grade,중등영어과외,제주시,제주시,/제주시중등영어과외/,제주시중등영어과외,excel_slug_missing,
category:제주|제주시:고등영어과외,subject_grade,고등영어과외,제주시,제주시,/제주시고등영어과외/,제주시고등영어과외,excel_slug_missing,
region:제주|제주시|노형동,dong,과외,노형동,노형동,/제주과외/제주시과외/노형동과외/,노형동과외,excel_slug_missing,
category:제주|제주시|노형동:수학과외,subject,수학과외,노형동,노형동,/노형동수학과외/,노형동수학과외,excel_slug_missing,
category:제주|제주시|노형동:영어과외,subject,영어과외,노형동,노형동,/노형동영어과외/,노형동영어과외,excel_slug_missing,
category:제주|제주시|노형동:초등과외,grade,초등과외,노형동,노형동,/노형동초등과외/,노형동초등과외,excel_slug_missing,
category:제주|제주시|노형동:중등과외,grade,중등과외,노형동,노형동,/노형동중등과외/,노형동중등과외,excel_slug_missing,
category:제주|제주시|노형동:고등과외,grade,고등과외,노형동,노형동,/노형동고등과외/,노형동고등과외,excel_slug_missing,
category:제주|제주시|노형동:초등수학과외,subject_grade,초등수학과외,노형동,노형동,/노형동초등수학과외/,노형동초등수학과외,excel_slug_missing,
category:제주|제주시|노형동:중등수학과외,subject_grade,중등수학과외,노형동,노형동,/노형동중등수학과외/,노형동중등수학과외,excel_slug_missing,
category:제주|제주시|노형동:고등수학과외,subject_grade,고등수학과외,노형동,노형동,/노형동고등수학과외/,노형동고등수학과외,excel_slug_missing,
category:제주|제주시|노형동:초등영어과외,subject_grade,초등영어과외,노형동,노형동,/노형동초등영어과외/,노형동초등영어과외,excel_slug_missing,
category:제주|제주시|노형동:중등영어과외,subject_grade,중등영어과외,노형동,노형동,/노형동중등영어과외/,노형동중등영어과외,excel_slug_missing,
category:제주|제주시|노형동:고등영어과외,subject_grade,고등영어과외,노형동,노형동,/노형동고등영어과외/,노형동고등영어과외,excel_slug_missing,
